QueryId,DocumentId
0,https---www.vmware.com-topics-glossary-content-hypervisor.txt
0,https---www.vmware.com-topics-glossary-content-bare-metal-hypervisor.txt
0,https---blogs.vmware.com-vmtn-2007-03-hypervisor_that.txt
0,https---www.vmware.com-topics-glossary-content-cloud-hypervisor.txt
0,https---blogs.vmware.com-management-2018-02-two-leading-hypervisors-one-pane-glass.txt
1,https---www.vmware.com-topics-glossary-content-hypervisor.txt
1,https---www.vmware.com-topics-glossary-content-bare-metal-hypervisor.txt
1,https---www.vmware.com-topics-glossary-content-cloud-hypervisor.txt
1,https---blogs.vmware.com-management-2018-02-two-leading-hypervisors-one-pane-glass.txt
1,https---blogs.vmware.com-vmtn-2007-03-hypervisor_that.txt
2,en-2021-VMware-vSphere-6-0-com-vmware-vsphere-html-hostclient-doc-GUID-28C39A00-743B-4222-B697-6632E94A8E72-html.txt
2,en-2021-VMware-vSphere-6-0-com-vmware-vsphere-vm_admin-doc-GUID-151025AE-6641-428B-9818-5E06916543F3-html.txt
2,https---blogs.vmware.com-customer-experience-and-sucess-feed-items-what-is-vmware.txt
2,en-2021-VMware-vSphere-6-0-com-vmware-vsphere-vcenterhost-doc-GUID-B3A1A79B-EF9B-4C10-A053-D54D88254C52-html.txt
2,en-2021-VMware-vSphere-5-5-com-vmware-vsphere-vm_admin-doc-GUID-D8892B15-73A5-4FCE-AB7D-56C2C90BD951-html.txt
3,79491.txt
3,en-2021-VMware-vSphere-6-5-com-vmware-psc-doc-GUID-C6207AF4-43DC-44F6-9764-2F3530C7FB56-html.txt
3,2034798.txt
3,2147174.txt
3,70413.txt
4,https---blogs.vmware.com-euc-2011-01-chapter-3-what-is-this-virtualization-thing-and-what-does-it-mean-to-me.txt
4,https---www.vmware.com-topics-glossary-content-network-virtualization.txt
4,https---blogs.vmware.com-vmtn-2007-01-virtualization_-2.txt
4,https---www.vmware.com-solutions-virtualization.txt
4,https---www.vmware.com-topics-glossary-content-application-virtualization.txt
5,en-2021-VMware-Workstation-Pro-12-0-com-vmware-ws-using-doc-GUID-073AC88A-BDCD-45ED-B814-ABC2EEB19580-html.txt
5,en-2021-vCloud-Director-8-20-com-vmware-vcloud-user-doc-GUID-87FC6344-1F98-4CB5-A21B-6D08F89FC7B7-html.txt
5,https---www.vmware.com-topics-glossary-content-virtual-machine.txt
5,en-2021-VMware-vSphere-5-5-com-vmware-vsphere-vcenterhost-doc-GUID-ED375B12-7D08-4B7E-81EE-DCE83E51B1AF-html.txt
5,en-2021-VMware-Cloud-Director-9-0-com-vmware-vcloud-tenantportal-doc-GUID-DF0C111D-B638-4EC3-B805-CC33994F8D53-html.txt
6,1022525.txt
6,1014294.txt
6,en-2021-VMware-vSphere-6-7-com-vmware-vsphere-html-hostclient-doc-GUID-85B40ADA-0D83-4737-BF06-C852C6EC204F-html.txt
6,https---blogs.vmware.com-kb-2013-02-installing-vmware-tools-in-a-ubuntu-virtual-machine.txt
6,1018392.txt
7,en-2021-VMware-Workstation-Pro-12-0-com-vmware-ws-using-doc-GUID-DA203314-F153-4F1F-8FCF-A7700530943D-html.txt
7,en-2021-VMware-Workstation-Pro-12-0-com-vmware-ws-using-doc-GUID-F9AAB4DA-FD00-48E7-9CAB-70FBDB6ACB2E-html.txt
7,en-2021-VMware-vSphere-6-7-com-vmware-vsphere-html-hostclient-doc-GUID-52AFFF22-F714-41C8-AA94-FA36ED7BE769-html.txt
7,en-2021-VMware-Cloud-Director-8-20-com-vmware-vcloud-user-doc-GUID-3906C2C6-D46D-4EBB-BAAF-2B58ED7FA590-html.txt
7,en-2021-VMware-vSphere-5-5-com-vmware-vmtools-install-doc-GUID-3D812FA7-0CED-408E-B4B1-72A7B5F291EC-html.txt
8,1014294.txt
8,en-2021-VMware-vSphere-6-7-com-vmware-vsphere-html-hostclient-doc-GUID-85B40ADA-0D83-4737-BF06-C852C6EC204F-html.txt
8,1022525.txt
8,en-2021-VMware-Tools-10-3-0-com-vmware-vsphere-vmwaretools-doc-GUID-D8892B15-73A5-4FCE-AB7D-56C2C90BD951-html.txt
8,1018392.txt
9,1018392.txt
9,1014294.txt
9,1022525.txt
9,en-2021-vCloud-Director-8-10-com-vmware-vcloud-users-doc_810-GUID-C441B7EC-A8A8-4451-A8DE-31E76C171801-html.txt
9,en-2021-vCloud-Director-8-10-com-vmware-vcloud-users-doc_810-GUID-D0EBD596-F294-4F78-B673-8F97B14B0955-html.txt
10,1003872.txt
10,79491.txt
10,2034798.txt
10,en-2021-VMware-vSphere-6-5-com-vmware-psc-doc-GUID-C6207AF4-43DC-44F6-9764-2F3530C7FB56-html.txt
10,1015639.txt
11,https---www.vmware.com-topics-glossary-content-kubernetes-networking.txt
11,https---www.vmware.com-topics-glossary-content-kubernetes.txt
11,https---blogs.vmware.com-cloud-foundation-2020-06-18-kubernetes-infrastructure-.txt
11,https---blogs.vmware.com-cloudnative-2018-01-23-containers-kubernetes-benefits-.txt
11,https---blogs.vmware.com-customer-experience-and-sucess-feed-items-kubernetes-as-a-service-utilizing-nirmata-and-vmware-vcloud-director.txt
12,https---www.vmware.com-topics-glossary-content-cloud-hypervisor.txt
12,https---blogs.vmware.com-management-2018-02-two-leading-hypervisors-one-pane-glass.txt
12,https---www.vmware.com-topics-glossary-content-hypervisor.txt
12,https---blogs.vmware.com-vmtn-2007-03-hypervisor_that.txt
12,https---blogs.vmware.com-customer-experience-and-sucess-feed-items-the-rise-of-kvm.txt
13,en-2021-VMware-Workstation-Pro-12-0-com-vmware-ws-using-doc-GUID-073AC88A-BDCD-45ED-B814-ABC2EEB19580-html.txt
13,en-2021-vCloud-Director-8-20-com-vmware-vcloud-user-doc-GUID-87FC6344-1F98-4CB5-A21B-6D08F89FC7B7-html.txt
