QueryId,DocumentId
0,https---www.vmware.com-topics-glossary-content-hypervisor.txt
0,en-2021-VMware-vSphere-5-5-com-vmware-vsphere-vcenterhost-doc-GUID-ED375B12-7D08-4B7E-81EE-DCE83E51B1AF-html.txt
0,https---www.vmware.com-topics-glossary-content-bare-metal-hypervisor.txt
0,https---www.vmware.com-topics-glossary-content-cloud-hypervisor.txt
0,https---www.vmware.com-topics-glossary-content-hyperconvergence.txt
1,https---www.vmware.com-topics-glossary-content-hypervisor.txt
1,en-2021-VMware-vSphere-5-5-com-vmware-vsphere-vcenterhost-doc-GUID-ED375B12-7D08-4B7E-81EE-DCE83E51B1AF-html.txt
1,https---www.vmware.com-topics-glossary-content-bare-metal-hypervisor.txt
1,https---www.vmware.com-topics-glossary-content-cloud-hypervisor.txt
1,https---www.vmware.com-topics-glossary-content-hyperconvergence.txt
2,https---blogs.vmware.com-customer-experience-and-sucess-feed-items-what-is-vmware.txt
2,https---sdwan.vmware.com-sd-wan-resources-white-papers-2019.txt
2,https---sdwan.vmware.com-sd-wan-resources-webinars-2019.txt
2,https---sdwan.vmware.com-news-2019.txt
2,en-2021-VMware-vSphere-5-5-com-vmware-vsphere-vm_admin-doc-GUID-151025AE-6641-428B-9818-5E06916543F3-html.txt
3,1003872.txt
3,2008986.txt
3,2034798.txt
3,en-2021-VMware-vSphere-7-0-com-vmware-vsphere-authentication-doc-GUID-24E58D0D-9138-4273-A6A5-C73F6CF379C3-html.txt
3,2079643.txt
4,https---www.vmware.com-topics-glossary-content-virtualized-security.txt
4,https---www.vmware.com-topics-glossary-content-application-virtualization.txt
4,https---www.vmware.com-topics-glossary-content-desktop-virtualization.txt
4,https---www.vmware.com-solutions-virtualization.txt
4,https---www.vmware.com-topics-glossary-content-server-virtualization.txt
5,en-2021-VMware-Workstation-Pro-12-0-com-vmware-ws-using-doc-GUID-073AC88A-BDCD-45ED-B814-ABC2EEB19580-html.txt
5,en-2021-VMware-vSphere-6-5-com-vmware-vsphere-vcenterhost-doc-GUID-ED375B12-7D08-4B7E-81EE-DCE83E51B1AF-html.txt
5,en-2021-VMware-vSphere-6-5-com-vmware-vsphere-vm_admin-doc-GUID-F559CE9C-2D8F-4F69-A846-56A1F4FC8529-html.txt
5,en-2021-vCloud-Director-8-20-com-vmware-vcloud-user-doc-GUID-87FC6344-1F98-4CB5-A21B-6D08F89FC7B7-html.txt
5,en-2021-VMware-Cloud-Director-9-1-com-vmware-vcloud-tenantportal-doc-GUID-DF0C111D-B638-4EC3-B805-CC33994F8D53-html.txt
6,1022525.txt
6,en-2021-VMware-Cloud-Director-8-10-com-vmware-vcloud-users-doc_810-GUID-C441B7EC-A8A8-4451-A8DE-31E76C171801-html.txt
6,en-2021-VMware-vSphere-6-7-com-vmware-vsphere-html-hostclient-doc-GUID-85B40ADA-0D83-4737-BF06-C852C6EC204F-html.txt
6,1014294.txt
6,1018392.txt
7,en-2021-VMware-Workstation-Pro-16-0-com-vmware-ws-using-doc-GUID-F9AAB4DA-FD00-48E7-9CAB-70FBDB6ACB2E-html.txt
7,en-2021-VMware-vSphere-6-7-com-vmware-vsphere-html-hostclient-doc-GUID-52AFFF22-F714-41C8-AA94-FA36ED7BE769-html.txt
7,en-2021-VMware-Workstation-Pro-15-0-com-vmware-ws-using-doc-GUID-DA203314-F153-4F1F-8FCF-A7700530943D-html.txt
7,en-2021-VMware-Cloud-Director-8-20-com-vmware-vcloud-user-doc-GUID-3906C2C6-D46D-4EBB-BAAF-2B58ED7FA590-html.txt
7,en-2021-VMware-Workstation-Player-for-Windows-14-0-com-vmware-player-win-using-doc-GUID-3D812FA7-0CED-408E-B4B1-72A7B5F291EC-html.txt
8,en-2021-VMware-vSphere-6-7-com-vmware-vsphere-html-hostclient-doc-GUID-85B40ADA-0D83-4737-BF06-C852C6EC204F-html.txt
8,en-2021-VMware-Workstation-Pro-14-0-com-vmware-ws-using-doc-GUID-D9B1B1D1-A81D-4B1C-AE9C-35EEFAAE2D41-html.txt
8,1022525.txt
8,1014740.txt
8,1014294.txt
9,en-2021-vCloud-Director-8-10-com-vmware-vcloud-users-doc_810-GUID-C441B7EC-A8A8-4451-A8DE-31E76C171801-html.txt
9,1014740.txt
9,1018392.txt
9,en-2021-vCloud-Director-8-10-com-vmware-vcloud-users-doc_810-GUID-D0EBD596-F294-4F78-B673-8F97B14B0955-html.txt
9,en-2021-VMware-Workstation-Player-for-Linux-14-0-com-vmware-player-linux-using-doc-GUID-D9B1B1D1-A81D-4B1C-AE9C-35EEFAAE2D41-html.txt
10,1003872.txt
10,2075296.txt
10,2035758.txt
10,2008986.txt
10,2086548.txt
11,en-2021-Management-Packs-for-vRealize-Operations-Manager-1-5-kubernetes-solution-GUID-F9966E7D-2BE8-4413-83F8-015B8B82FE76-html.txt
